4	1	100	59	11	35	0.0006993963124805952	0.0006235184106548886	0.0006224187309182838	0.0006506438441578055	0.0006220521710060822
4	2	200	131	115	117	0.0012323744248216783	0.0011891203551818719	0.001355538555321334	0.0011887537952695038	0.001196451553425959
4	3	300	98	265	267	0.0021315458894521286	0.0017679184565481676	0.0017616869380407962	0.0017917448508413258	0.001933970096775317
4	4	400	14	269	270	0.0025142344377905683	0.0023192245644993448	0.0023269223226555225	0.002362112074226763	0.0023192245644991782
4	5	500	6	414	421	0.003150582445372495	0.0029145178619147116	0.0028994889055143913	0.002913784742090364	0.0029053538641097276
4	6	600	12	67	567	0.00398157376633345	0.003543168111340367	0.003450428453553367	0.0035493996298479047	0.00623665034619747
4	7	700	5	414	611	0.004181715478395513	0.004251728421626022	0.00441814662176554	0.004093741099467252	0.004059284467720303
4	8	800	6	500	577	0.004938295137179555	0.0046839025581116855	0.004614256174793385	0.004706262712755871	0.004640648488471788
4	9	900	2	780	837	0.005422520781197829	0.005195986755457238	0.005157131404763815	0.005348842238845242	0.005301556010171238
4	10	1000	1	400	849	0.006402335426512612	0.006053370390096735	0.005995820483881031	0.005863858915488462	0.006401968866600383
4	11	1100	31	936	953	0.00633928712161394	0.006422129661771525	0.006411865984229936	0.006328290324247865	0.00673993710565024
4	12	1200	2	495	534	0.007036484074621319	0.006929448580258457	0.007172477802048105	0.00691845178289241	0.007304805930353098
4	13	1300	11	1004	1060	0.007508613241536954	0.007618947775109686	0.007791964053668776	0.0076046519385337685	0.007501648603205124
4	14	1400	5	93	175	0.008157424286133752	0.008637617771117823	0.008479630448958941	0.008056620310278317	0.008161089885255768
4	15	1500	4	213	301	0.009027637517700249	0.008820897727218613	0.008809167810028051	0.008903373707463969	0.008963489533065028
4	16	1600	1	729	750	0.011185575720830898	0.009338113763335043	0.016817768771808073	0.009346178081403478	0.009254538103353083
4	17	1700	1	342	911	0.010166539164910532	0.01007966446571873	0.013480240771212681	0.00994953569688728	0.010158841406754382
4	18	1800	3	989	1008	0.010752668464520887	0.018304902335609774	0.0109077233073821	0.010537864355970594	0.010769163660569792
4	19	1900	1	619	929	0.011821923728412786	0.01131130577071604	0.011214533953894934	0.011280148178179017	0.0114615953347188
4	20	2000	3	206	242	0.01192126146461947	0.011479923330328656	0.012026464159421213	0.01177280470017772	0.011840618283935012
